FL_MONTH,DEP_HOUR,OP_UNIQUE_CARRIER,ORIGIN,DEST,DELAY_CATEGORY
12,22,NK,MCO,LBE,MAJOR_DELAY
9,13,DL,EWR,ATL,NO_DELAY
7,16,UA,EWR,BOS,NO_DELAY
10,13,WN,SJC,RNO,NO_DELAY
7,7,F9,PHL,TPA,NO_DELAY
12,11,UA,MCO,IAH,NO_DELAY
9,20,WN,LGA,MDW,MAJOR_DELAY
12,18,WN,SJC,SNA,NO_DELAY
11,20,AA,CLT,RIC,NO_DELAY
12,7,EV,LRD,IAH,MINOR_DELAY
9,18,UA,SFO,OGG,NO_DELAY
5,21,AS,SFO,SEA,NO_DELAY
5,10,WN,DTW,MDW,NO_DELAY
10,5,OO,LRD,DFW,NO_DELAY
1,12,AA,MEM,CLT,NO_DELAY
9,9,UA,IAH,LAS,NO_DELAY
6,22,YX,DCA,MHT,NO_DELAY
6,21,B6,BOS,LAS,NO_DELAY
10,22,OH,CLT,AGS,NO_DELAY
3,18,AS,SFO,SEA,NO_DELAY
11,19,NK,PHL,LAS,NO_DELAY
4,7,AS,AUS,SFO,NO_DELAY
2,6,OO,SGU,SLC,NO_DELAY
12,10,AA,ORD,TPA,NO_DELAY
5,15,G4,VPS,XNA,NO_DELAY
9,20,OO,SLC,TUS,NO_DELAY
11,11,YV,DTW,IAH,NO_DELAY
8,16,NK,SAN,DFW,NO_DELAY
10,23,B6,ONT,JFK,NO_DELAY
9,17,UA,JAC,DEN,NO_DELAY
1,10,WN,HOU,HRL,NO_DELAY
11,6,WN,FLL,TPA,NO_DELAY
8,20,AS,SEA,SJC,NO_DELAY
7,14,OO,SLC,SFO,NO_DELAY
10,17,OO,SBN,ATL,NO_DELAY
2,22,WN,MCO,SJU,SEVERE_DELAY
8,17,WN,DEN,FLL,NO_DELAY
6,20,EV,IAH,XNA,NO_DELAY
4,13,UA,SFO,EWR,NO_DELAY
5,15,DL,TPA,JFK,NO_DELAY
9,9,OO,IAH,DTW,NO_DELAY
5,14,AA,MIA,PHX,NO_DELAY
8,10,AA,AUS,DFW,NO_DELAY
12,13,WN,HOU,CRP,MINOR_DELAY
4,4,AA,BOS,DFW,NO_DELAY
10,18,WN,LGA,MDW,NO_DELAY
3,20,WN,BNA,DTW,NO_DELAY
2,13,YV,PHX,OKC,NO_DELAY
12,16,DL,ATL,BNA,NO_DELAY
8,17,AA,DFW,LAS,NO_DELAY
1,7,NK,DFW,MCO,NO_DELAY
11,19,AA,ORD,EWR,MINOR_DELAY
1,17,WN,MSY,TPA,NO_DELAY
7,7,AS,SFO,DCA,NO_DELAY
5,18,UA,LAS,ORD,NO_DELAY
5,8,AA,LAX,MCO,NO_DELAY
3,14,UA,EWR,IAH,NO_DELAY
1,9,OO,GNV,ATL,NO_DELAY
7,17,WN,DAL,ELP,NO_DELAY
3,13,AA,LAX,DCA,NO_DELAY
7,19,WN,ATL,MDW,NO_DELAY
7,9,WN,MEM,DAL,NO_DELAY
9,22,DL,ATL,DAY,NO_DELAY
5,19,OO,LIT,DEN,SEVERE_DELAY
11,9,DL,LGA,DTW,NO_DELAY
11,7,DL,MSP,RDU,NO_DELAY
12,13,B6,BDL,TPA,NO_DELAY
12,18,AA,AUS,DFW,NO_DELAY
5,21,OO,ATL,ABY,NO_DELAY
9,22,DL,SEA,PDX,NO_DELAY
11,17,DL,FLL,ATL,MINOR_DELAY
8,7,MQ,ORD,GSO,NO_DELAY
8,10,AS,SEA,SAN,NO_DELAY
7,6,DL,DEN,DTW,NO_DELAY
7,6,OO,PIH,SLC,NO_DELAY
6,10,MQ,DFW,LRD,NO_DELAY
4,22,YX,EWR,BNA,SEVERE_DELAY
7,7,YV,MLI,DFW,NO_DELAY
8,21,NK,BOS,RDU,NO_DELAY
6,21,AA,DCA,PIT,NO_DELAY
7,13,OH,CID,CLT,NO_DELAY
9,7,DL,BDL,ATL,NO_DELAY
10,6,WN,PHX,PDX,NO_DELAY
7,18,WN,SDF,HOU,NO_DELAY
2,15,DL,DEN,ATL,NO_DELAY
12,14,OO,TUS,PHX,NO_DELAY
2,20,YV,IAH,PNS,MINOR_DELAY
8,7,WN,DAL,SAN,NO_DELAY
12,13,OO,ASE,SLC,MINOR_DELAY
11,19,MQ,TUL,ORD,NO_DELAY
7,23,YX,ORD,IND,SEVERE_DELAY
4,7,NK,IAH,MCO,MINOR_DELAY
11,15,OO,ORD,COS,NO_DELAY
12,6,OO,SGU,DFW,NO_DELAY
11,14,EV,CLE,LGA,NO_DELAY
11,22,AA,PDX,CLT,NO_DELAY
10,13,F9,AUS,SNA,NO_DELAY
12,19,WN,RNO,LAS,NO_DELAY
7,15,MQ,ORD,JAX,NO_DELAY
12,19,YX,BNA,DCA,MINOR_DELAY
6,20,WN,AUS,LAX,MINOR_DELAY
7,12,YX,CHS,MIA,NO_DELAY
11,16,EV,IAH,TYS,NO_DELAY
5,15,WN,MCO,HOU,NO_DELAY
12,15,DL,ORD,DTW,MINOR_DELAY
9,18,EV,PWM,EWR,NO_DELAY
2,18,MQ,CLE,LGA,NO_DELAY
10,6,OO,ALB,ORD,MINOR_DELAY
12,20,OO,SLC,ABQ,NO_DELAY
3,21,WN,BWI,ALB,NO_DELAY
11,5,AA,MKE,PHX,NO_DELAY
9,18,9E,ROA,ATL,MINOR_DELAY
6,11,UA,LAX,DEN,NO_DELAY
7,13,WN,SAN,SJC,NO_DELAY
4,11,UA,DEN,DFW,NO_DELAY
3,15,F9,PHL,MCO,MAJOR_DELAY
1,6,DL,BNA,SEA,NO_DELAY
4,10,AA,PHX,MKE,NO_DELAY
10,16,AS,BOS,PDX,NO_DELAY
6,13,DL,LAX,SLC,NO_DELAY
4,13,MQ,DFW,FAR,NO_DELAY
5,10,DL,ORD,MSP,NO_DELAY
11,18,WN,PHL,MDW,NO_DELAY
4,18,OO,LAX,SAN,NO_DELAY
2,0,DL,MSP,CLT,SEVERE_DELAY
3,19,NK,CLE,LAX,NO_DELAY
3,18,UA,EWR,FLL,NO_DELAY
1,15,OH,CLT,PWM,NO_DELAY
12,19,WN,STL,SFO,MAJOR_DELAY
3,18,OO,ORD,LGA,MAJOR_DELAY
8,20,MQ,LIT,DFW,NO_DELAY
9,13,OO,LSE,DTW,NO_DELAY
7,7,WN,SAN,LAS,NO_DELAY
3,6,OO,FWA,CLT,NO_DELAY
12,20,DL,MSP,SEA,NO_DELAY
11,22,AA,MIA,SJU,NO_DELAY
9,20,DL,EWR,ATL,SEVERE_DELAY
8,21,YX,PHL,MHT,NO_DELAY
1,7,UA,IAH,FLL,NO_DELAY
2,8,DL,ATL,GSP,NO_DELAY
11,12,NK,MCO,GSO,NO_DELAY
5,13,WN,SMF,ONT,NO_DELAY
4,6,DL,COS,ATL,NO_DELAY
11,14,AA,ORD,SAT,NO_DELAY
4,22,WN,MDW,CLE,NO_DELAY
12,7,AA,DCA,LGA,NO_DELAY
9,16,G4,PSC,LAS,NO_DELAY
7,15,9E,DCA,CVG,NO_DELAY
3,5,DL,SAV,ATL,NO_DELAY
6,14,WN,OAK,PDX,MINOR_DELAY
9,16,YV,DFW,DRO,MAJOR_DELAY
5,7,EV,DCA,CLE,MINOR_DELAY
7,13,OO,DTW,LAN,NO_DELAY
2,14,DL,LGA,MSP,NO_DELAY
3,18,WN,STL,MCI,MAJOR_DELAY
11,10,9E,PIT,DTW,NO_DELAY
1,16,OO,MBS,ORD,NO_DELAY
8,21,NK,MCO,EWR,SEVERE_DELAY
12,7,AA,DFW,LGA,NO_DELAY
6,18,YX,BNA,DCA,MINOR_DELAY
11,11,B6,JFK,FLL,NO_DELAY
7,20,OH,CLT,OAJ,NO_DELAY
7,13,WN,MCI,IND,NO_DELAY
11,7,WN,CLE,ATL,NO_DELAY
5,7,YX,IAH,CVG,NO_DELAY
12,21,WN,MDW,TPA,NO_DELAY
6,17,YX,DTW,DCA,MINOR_DELAY
4,3,DL,JFK,MSY,SEVERE_DELAY
7,15,WN,BOS,BNA,NO_DELAY
9,16,NK,LAS,SEA,NO_DELAY
5,17,OH,CLT,TLH,NO_DELAY
1,8,DL,RDU,ATL,NO_DELAY
7,18,AA,ATL,LAX,NO_DELAY
12,20,DL,LGA,MIA,MINOR_DELAY
3,6,OO,MKE,DEN,NO_DELAY
11,0,F9,SFO,DEN,NO_DELAY
7,22,OO,DEN,LAR,MAJOR_DELAY
7,17,UA,IAD,MCI,NO_DELAY
11,0,OH,DCA,DAY,SEVERE_DELAY
3,16,MQ,BPT,DFW,MINOR_DELAY
1,14,F9,RSW,PVD,NO_DELAY
10,16,9E,JFK,ROC,NO_DELAY
3,19,G4,LAS,SCK,NO_DELAY
11,5,EV,TUL,ORD,NO_DELAY
10,4,AA,IAH,DFW,NO_DELAY
10,19,OO,ORD,MKE,MAJOR_DELAY
9,22,DL,MSP,PIT,MAJOR_DELAY
8,13,OO,DTW,LAN,MINOR_DELAY
3,17,NK,MSY,LAS,NO_DELAY
4,10,WN,DEN,TUL,NO_DELAY
8,10,UA,ORD,ABQ,NO_DELAY
6,13,DL,ATL,GSP,NO_DELAY
11,8,AA,GEG,PHX,NO_DELAY
11,18,DL,SAT,ATL,NO_DELAY
6,11,DL,DAY,ATL,NO_DELAY
9,9,DL,LGA,ATL,NO_DELAY
8,15,OO,SLC,COS,NO_DELAY
1,15,9E,SGF,ATL,MAJOR_DELAY
5,13,OO,OAK,PDX,NO_DELAY
12,21,WN,SAT,LAX,NO_DELAY
6,12,WN,LAS,SJC,NO_DELAY
8,9,OH,CLT,DSM,NO_DELAY
4,7,G4,BLI,TUS,NO_DELAY
12,20,AA,PHX,ORD,MINOR_DELAY
12,12,YX,IAH,ELP,MINOR_DELAY
5,7,AA,DEN,PHX,NO_DELAY
11,6,9E,LGA,PIT,NO_DELAY
8,11,MQ,IND,ORD,NO_DELAY
1,17,WN,AUS,DAL,NO_DELAY
9,12,UA,ORD,LGA,NO_DELAY
8,14,NK,GSO,MCO,NO_DELAY
4,13,WN,DEN,PHX,MINOR_DELAY
4,9,NK,DEN,FLL,NO_DELAY
5,17,WN,OAK,SNA,MINOR_DELAY
11,14,YV,IAH,LGA,NO_DELAY
8,6,OO,SBN,MSP,NO_DELAY
10,21,OO,IAH,OKC,NO_DELAY
9,14,OO,MSO,MSP,NO_DELAY
8,18,OH,DCA,RDU,MAJOR_DELAY
9,17,WN,OAK,BUR,NO_DELAY
7,10,AA,SEA,ORD,NO_DELAY
1,21,WN,OAK,LAS,NO_DELAY
11,12,WN,PHX,SAN,NO_DELAY
2,11,AA,DFW,HNL,MINOR_DELAY
4,15,DL,MKE,ATL,NO_DELAY
8,5,B6,SYR,BOS,NO_DELAY
1,18,EV,EWR,STL,MAJOR_DELAY
12,19,WN,MAF,DAL,NO_DELAY
2,9,9E,DFW,MSP,NO_DELAY
6,6,WN,ELP,AUS,NO_DELAY
6,15,WN,MCO,MDW,NO_DELAY
6,17,YX,BOS,PIT,MINOR_DELAY
10,14,OO,SAN,FAT,NO_DELAY
6,19,OH,DCA,PHL,NO_DELAY
10,9,WN,ATL,MDW,NO_DELAY
5,20,OO,ORD,EAU,MAJOR_DELAY
9,17,OO,BIL,DEN,NO_DELAY
10,16,NK,MYR,BWI,NO_DELAY
10,16,WN,HOU,MSY,NO_DELAY
10,14,MQ,MIA,ORF,NO_DELAY
9,19,UA,AUS,EWR,NO_DELAY
5,15,MQ,SYR,ORD,NO_DELAY
9,11,B6,SFO,BOS,NO_DELAY
3,18,AA,SAT,PHX,NO_DELAY
11,21,B6,RSW,JFK,MINOR_DELAY
3,21,UA,ORD,LGA,NO_DELAY
1,7,OO,BUR,DEN,NO_DELAY
2,12,B6,LGB,SMF,NO_DELAY
8,15,UA,DEN,PDX,NO_DELAY
9,17,UA,DEN,IAH,NO_DELAY
1,9,AA,PHX,BWI,NO_DELAY
3,12,WN,MDW,PHL,NO_DELAY
10,19,WN,MCO,HOU,NO_DELAY
11,17,WN,STL,MCO,NO_DELAY
3,11,UA,EWR,SFO,NO_DELAY
8,10,DL,SLC,JFK,NO_DELAY
9,19,OO,SAN,FAT,NO_DELAY
7,12,DL,BOI,SLC,NO_DELAY
4,10,WN,OAK,MSY,NO_DELAY
7,11,B6,TPA,JFK,NO_DELAY
6,12,YV,DFW,JAN,NO_DELAY
12,6,DL,AGS,ATL,NO_DELAY
5,17,UA,BWI,DEN,SEVERE_DELAY
12,11,DL,SLC,LAS,NO_DELAY
1,14,B6,JFK,MCO,NO_DELAY
5,5,AA,MCO,DFW,NO_DELAY
8,8,WN,LAX,MDW,NO_DELAY
12,20,MQ,DFW,BTR,MINOR_DELAY
7,17,WN,DCA,MDW,MINOR_DELAY
3,15,B6,BWI,BOS,NO_DELAY
8,17,WN,LAX,PHX,MINOR_DELAY
4,14,9E,LGA,STL,NO_DELAY
8,6,G4,AZA,OGD,NO_DELAY
11,14,OO,SFO,SMF,NO_DELAY
2,8,MQ,DFW,SPS,NO_DELAY
1,13,DL,ATL,BOS,NO_DELAY
3,20,YV,DFW,BHM,NO_DELAY
11,10,WN,BWI,BDL,NO_DELAY
5,11,OO,ATL,FAY,NO_DELAY
7,8,UA,MDT,ORD,NO_DELAY
6,17,DL,ORD,ATL,MINOR_DELAY
1,20,AS,LAS,SEA,NO_DELAY
10,12,OO,LAX,RNO,NO_DELAY
8,7,NK,FLL,MSY,NO_DELAY
11,7,NK,ACY,FLL,MINOR_DELAY
5,21,WN,BNA,CMH,NO_DELAY
11,15,WN,LAX,TUS,NO_DELAY
11,18,OO,CHA,DTW,NO_DELAY
5,10,NK,OAK,ORD,NO_DELAY
3,7,DL,DTW,ATL,NO_DELAY
1,7,AA,PHL,BOS,NO_DELAY
10,7,WN,MCO,FLL,NO_DELAY
11,19,WN,MSY,DAL,NO_DELAY
7,20,UA,IAH,SFO,MAJOR_DELAY
1,22,DL,SLC,MSO,NO_DELAY
4,5,OO,BFL,SFO,NO_DELAY
12,15,MQ,ABI,DFW,SEVERE_DELAY
4,13,OO,ITH,DTW,NO_DELAY
1,8,WN,ATL,MCI,NO_DELAY
12,22,WN,DAL,LIT,MAJOR_DELAY
1,7,WN,SAN,EWR,NO_DELAY
2,10,OO,MSP,GRB,MINOR_DELAY
3,13,UA,SJC,ORD,NO_DELAY
12,6,WN,BDL,MCO,MAJOR_DELAY
5,19,B6,JFK,MCO,NO_DELAY
4,11,WN,DEN,RDU,NO_DELAY
2,18,MQ,CHA,ORD,NO_DELAY
3,10,AS,ANC,OME,NO_DELAY
12,14,OO,SFO,BOI,MINOR_DELAY
1,7,AA,SJU,CLT,NO_DELAY
1,11,9E,MSP,HRL,NO_DELAY
8,18,B6,BOS,BUF,SEVERE_DELAY
5,19,UA,ORD,GEG,NO_DELAY
5,20,B6,FLL,JFK,NO_DELAY
9,16,YX,LGA,PWM,NO_DELAY
1,10,AA,CLT,SJU,NO_DELAY
7,8,OO,MSP,SBN,NO_DELAY
7,9,AA,MIA,LAS,NO_DELAY
8,19,AA,ORD,DCA,MINOR_DELAY
8,18,OH,CLT,CRW,NO_DELAY
1,21,OO,MSP,GTF,MAJOR_DELAY
3,18,DL,MSP,PHX,NO_DELAY
2,16,YV,MTJ,DFW,NO_DELAY
2,8,AA,ORD,ATL,NO_DELAY
5,11,WN,SNA,DEN,NO_DELAY
5,6,WN,LAS,MCI,NO_DELAY
8,7,AA,DEN,DFW,NO_DELAY
11,18,MQ,DFW,XNA,NO_DELAY
9,12,DL,ATL,SEA,NO_DELAY
10,10,AA,ABQ,DFW,NO_DELAY
3,17,UA,MCO,IAH,NO_DELAY
1,17,UA,DEN,TPA,NO_DELAY
4,5,B6,ROC,JFK,NO_DELAY
7,9,B6,EWR,SJU,NO_DELAY
5,12,OO,DTW,ERI,NO_DELAY
9,8,UA,MFE,IAH,MAJOR_DELAY
8,19,AA,PHX,ANC,MINOR_DELAY
4,12,OO,SFO,PAE,NO_DELAY
10,20,UA,MSY,EWR,NO_DELAY
4,11,UA,PSP,SFO,NO_DELAY
2,19,OO,TUS,SFO,MINOR_DELAY
6,17,OO,BOI,PDX,NO_DELAY
8,18,UA,PHX,ORD,SEVERE_DELAY
2,17,MQ,DCA,XNA,NO_DELAY
8,8,WN,STL,OMA,NO_DELAY
4,19,OO,BOI,SEA,NO_DELAY
4,14,UA,AUS,IAH,NO_DELAY
4,22,AA,ORD,DFW,NO_DELAY
8,20,MQ,GRR,ORD,NO_DELAY
4,10,AA,DFW,ICT,NO_DELAY
9,13,AA,LAX,DFW,NO_DELAY
12,11,WN,MSY,BNA,MINOR_DELAY
1,5,OO,EUG,SLC,NO_DELAY
4,19,WN,ATL,MSY,MINOR_DELAY
6,13,YV,DFW,LFT,MINOR_DELAY
9,5,OO,MBS,ORD,NO_DELAY
1,19,UA,RDU,IAH,NO_DELAY
3,16,MQ,LGA,PWM,NO_DELAY
10,17,G4,BLI,OAK,NO_DELAY
7,7,AA,LAX,BOS,NO_DELAY
7,19,AA,MIA,LGA,NO_DELAY
12,15,OH,RIC,CLT,NO_DELAY
6,13,WN,STL,DEN,NO_DELAY
9,10,WN,PHX,SAN,NO_DELAY
8,15,YV,EVV,DFW,NO_DELAY
1,15,OO,EUG,SFO,MAJOR_DELAY
12,11,OO,MSP,FCA,NO_DELAY
7,19,DL,ATL,GPT,NO_DELAY
5,19,OO,DEN,SLC,NO_DELAY
11,6,DL,TPA,LGA,NO_DELAY
5,11,AA,MIA,ORD,NO_DELAY
5,15,WN,LAX,PHX,NO_DELAY
11,22,DL,ATL,CLT,NO_DELAY
6,17,MQ,ORD,PIA,MINOR_DELAY
1,9,WN,SJC,STL,NO_DELAY
12,21,B6,BOS,PHL,SEVERE_DELAY
10,20,AA,DCA,LGA,MAJOR_DELAY
10,15,EV,IAH,GRK,MAJOR_DELAY
5,8,DL,SLC,ATL,NO_DELAY
6,5,AA,LAS,DFW,NO_DELAY
7,11,9E,ATL,LFT,NO_DELAY
2,14,UA,TPA,IAD,NO_DELAY
11,8,AA,ORD,BNA,NO_DELAY
5,20,AS,OGG,SEA,NO_DELAY
5,19,OO,SNA,LAS,MAJOR_DELAY
5,14,9E,ATL,GPT,NO_DELAY
3,10,UA,DEN,SJC,NO_DELAY
10,13,AS,SBA,SEA,NO_DELAY
6,6,B6,BOS,RDU,NO_DELAY
1,23,NK,LGA,FLL,SEVERE_DELAY
3,16,OO,ORD,DTW,NO_DELAY
4,6,WN,PIT,BWI,NO_DELAY
5,10,EV,MKE,EWR,NO_DELAY
4,17,AA,ORD,PIT,NO_DELAY
1,14,OO,CLT,TYS,NO_DELAY
3,11,AA,DFW,CLE,MINOR_DELAY
4,18,NK,ACY,MCO,NO_DELAY
5,17,OO,BNA,DEN,NO_DELAY
6,16,DL,SAN,JFK,NO_DELAY
12,17,OH,CLT,CMH,NO_DELAY
5,22,DL,ATL,MYR,NO_DELAY
3,7,YV,BDL,IAH,NO_DELAY
6,19,AA,CLT,RDU,MAJOR_DELAY
7,20,AA,LAS,LAX,NO_DELAY
3,8,WN,OAK,AUS,NO_DELAY
9,11,DL,JFK,FLL,NO_DELAY
7,11,AS,SEA,DEN,NO_DELAY
7,1,F9,SFO,DEN,NO_DELAY
12,20,WN,MCI,MCO,NO_DELAY
7,6,G4,TYS,PIE,NO_DELAY
3,12,DL,SAT,ATL,NO_DELAY
6,21,AS,SEA,IAD,NO_DELAY
2,19,OO,GNV,ATL,NO_DELAY
6,21,9E,EWR,MSP,SEVERE_DELAY
10,16,WN,SJC,SNA,MINOR_DELAY
2,19,AA,ORD,MIA,MINOR_DELAY
7,23,DL,ATL,ECP,MINOR_DELAY
3,8,WN,BWI,MKE,NO_DELAY
4,6,AA,JFK,DFW,NO_DELAY
7,8,YX,LGA,RDU,NO_DELAY
8,14,9E,JAX,LGA,NO_DELAY
8,21,OO,DEN,RKS,MAJOR_DELAY
4,21,OH,RDU,DCA,NO_DELAY
9,17,AA,MIA,LAX,NO_DELAY
4,14,9E,IND,JFK,MAJOR_DELAY
8,9,MQ,ORD,ILM,NO_DELAY
4,5,DL,LIT,ATL,NO_DELAY
9,6,MQ,SBA,DFW,NO_DELAY
8,12,AS,SEA,SNA,MAJOR_DELAY
3,16,EV,BTV,ORD,NO_DELAY
4,18,DL,LAX,MEM,NO_DELAY
12,8,AA,PHL,MIA,NO_DELAY
6,10,UA,DEN,EWR,MAJOR_DELAY
6,13,AA,LAX,MIA,NO_DELAY
11,10,WN,MEM,TPA,MAJOR_DELAY
3,22,AA,CLT,LGA,MINOR_DELAY
5,8,DL,MCO,MSP,NO_DELAY
4,17,WN,BUF,BWI,NO_DELAY
12,12,YV,IAH,PBI,NO_DELAY
9,13,B6,SJU,JFK,NO_DELAY
1,15,AA,PHL,ORD,NO_DELAY
4,9,HA,SJC,HNL,NO_DELAY
5,21,WN,MDW,OMA,MINOR_DELAY
12,6,OO,SEA,PDX,NO_DELAY
6,20,F9,BNA,LAS,MINOR_DELAY
6,10,WN,BNA,FLL,NO_DELAY
2,20,UA,LGA,ORD,NO_DELAY
8,22,WN,BWI,CLE,MINOR_DELAY
12,17,UA,ORD,CHS,NO_DELAY
3,7,YV,PIA,DFW,NO_DELAY
6,10,OO,DEN,CLT,NO_DELAY
9,5,NK,ORD,LGA,NO_DELAY
12,7,YV,IAH,PHL,NO_DELAY
1,15,AA,CLT,BOS,NO_DELAY
10,9,WN,TUS,LAX,NO_DELAY
7,9,AA,MCO,PHL,NO_DELAY
11,16,OH,STL,CLT,NO_DELAY
2,6,WN,PHX,DEN,NO_DELAY
6,22,AA,ORD,MSP,NO_DELAY
4,18,WN,MSY,DAL,MINOR_DELAY
6,19,WN,LAX,SAT,NO_DELAY
7,16,WN,TUS,SAN,NO_DELAY
5,10,WN,IND,TPA,NO_DELAY
3,14,OO,AGS,ATL,NO_DELAY
12,8,OO,MSP,INL,NO_DELAY
11,12,MQ,DFW,ILM,NO_DELAY
2,15,DL,JAN,ATL,MAJOR_DELAY
3,6,WN,HOU,DAL,NO_DELAY
3,16,AS,CHS,SEA,NO_DELAY
2,15,NK,DEN,IAH,NO_DELAY
4,11,9E,MSP,IAH,NO_DELAY
1,16,AA,MIA,RDU,NO_DELAY
5,11,OO,IAH,JAX,NO_DELAY
7,10,WN,SMF,SAN,NO_DELAY
12,22,UA,DEN,ORD,NO_DELAY
6,9,DL,ATL,PIT,NO_DELAY
2,21,DL,ATL,FNT,NO_DELAY
9,20,DL,ATL,AVP,NO_DELAY
11,15,HA,HNL,OGG,NO_DELAY
12,7,DL,BHM,ATL,NO_DELAY
1,11,YX,IND,LGA,MAJOR_DELAY
6,11,OO,BNA,BOS,NO_DELAY
8,9,WN,PHX,DEN,NO_DELAY
3,6,DL,PDX,ATL,NO_DELAY
7,22,B6,JFK,BTV,NO_DELAY
6,19,DL,DEN,ATL,MAJOR_DELAY
8,17,WN,MSY,DAL,MINOR_DELAY
9,13,WN,SEA,SMF,NO_DELAY
11,6,OO,SGU,SLC,NO_DELAY
1,21,UA,LGA,ORD,SEVERE_DELAY
1,21,UA,ORD,DCA,NO_DELAY
7,20,UA,ORD,DEN,NO_DELAY
6,13,WN,MCO,ATL,NO_DELAY
12,21,F9,TUS,DEN,MINOR_DELAY
4,17,OO,MDW,MSP,NO_DELAY
4,6,AS,ANC,SEA,NO_DELAY
1,12,DL,SAV,ATL,NO_DELAY
4,14,B6,SMF,LGB,NO_DELAY
5,10,AS,SEA,SFO,SEVERE_DELAY
11,17,WN,PHX,RNO,NO_DELAY
8,14,AA,CLT,DCA,NO_DELAY
8,20,UA,SEA,SFO,NO_DELAY
1,17,WN,SAN,OAK,NO_DELAY
9,18,AA,DFW,CMH,NO_DELAY
3,18,OO,LGA,MEM,NO_DELAY
7,15,AS,SEA,KTN,NO_DELAY
6,22,DL,ATL,JFK,MINOR_DELAY
10,15,YX,EWR,DCA,NO_DELAY
4,19,B6,JFK,DEN,NO_DELAY
3,20,AA,ORD,DCA,MINOR_DELAY
9,11,OO,DTW,IAD,MAJOR_DELAY
7,7,DL,DTW,ORD,NO_DELAY
5,18,WN,LAX,DAL,MINOR_DELAY
5,10,AA,FLL,CLT,NO_DELAY
10,23,DL,DEN,JFK,MINOR_DELAY
3,12,DL,LAX,PDX,NO_DELAY
10,9,UA,IAH,SAN,NO_DELAY
6,16,NK,TPA,ORD,NO_DELAY
4,11,B6,JFK,SJU,NO_DELAY
6,20,UA,IAH,LAX,NO_DELAY
10,12,9E,LEX,ATL,NO_DELAY
2,2,YV,IAD,ORF,SEVERE_DELAY
9,8,AA,DFW,ORD,NO_DELAY
1,20,OO,DEN,PUB,NO_DELAY
1,21,WN,BWI,CVG,NO_DELAY
8,21,9E,ATL,BMI,NO_DELAY
6,18,DL,MCI,ATL,MINOR_DELAY
1,16,F9,MCI,DEN,MINOR_DELAY
11,13,OO,FSD,MSP,NO_DELAY
3,21,9E,LGA,LEX,NO_DELAY
5,19,WN,OMA,DEN,NO_DELAY
2,5,DL,FNT,ATL,NO_DELAY
7,6,WN,PDX,SMF,NO_DELAY
8,14,AA,ORD,SNA,NO_DELAY
10,13,UA,LAX,IAH,MINOR_DELAY
10,21,B6,MCO,PSE,NO_DELAY
11,17,DL,BOS,DTW,NO_DELAY
1,9,WN,MDW,SMF,MINOR_DELAY
1,8,YV,ELP,DFW,NO_DELAY
7,10,MQ,ORF,JFK,NO_DELAY
4,10,OO,ATL,GTR,NO_DELAY
6,6,DL,SFO,SEA,NO_DELAY
5,13,EV,CLE,EWR,MINOR_DELAY
5,18,WN,MCI,BWI,NO_DELAY
3,19,DL,ATL,ORD,NO_DELAY
9,7,OO,LGB,SLC,NO_DELAY
1,14,EV,EWR,IND,MINOR_DELAY
5,9,WN,PHX,DEN,NO_DELAY
3,9,OO,FAT,LAX,NO_DELAY
4,22,YX,LGA,MSN,SEVERE_DELAY
6,15,DL,BOS,LAX,NO_DELAY
10,22,MQ,ORD,IND,MINOR_DELAY
10,13,WN,BWI,MCI,NO_DELAY
11,10,AA,LAX,IAD,NO_DELAY
2,11,DL,BOS,MSP,NO_DELAY
6,11,EV,IAH,OKC,NO_DELAY
11,21,AA,PHL,CLT,MINOR_DELAY
11,18,G4,FLL,IND,MINOR_DELAY
5,11,WN,SEA,PHX,NO_DELAY
2,6,WN,PIT,DAL,NO_DELAY
11,7,AA,CLT,MCO,NO_DELAY
7,18,B6,EWR,MCO,MAJOR_DELAY
3,8,HA,KOA,HNL,NO_DELAY
2,9,AA,ORD,SEA,NO_DELAY
12,15,OO,GTF,DEN,NO_DELAY
8,5,MQ,ELP,ORD,NO_DELAY
8,14,HA,OGG,LAX,MAJOR_DELAY
5,20,DL,ATL,PHX,NO_DELAY
5,12,AA,OGG,LAX,MINOR_DELAY
5,6,NK,IND,MCO,NO_DELAY
10,9,WN,LBB,DAL,NO_DELAY
10,6,B6,LGA,MCO,NO_DELAY
11,22,WN,MDW,BWI,MINOR_DELAY
1,15,MQ,MIA,SAV,NO_DELAY
8,12,AS,LAX,SEA,MINOR_DELAY
12,15,OH,CLT,DAY,NO_DELAY
4,11,AA,CLT,PHL,NO_DELAY
5,21,AA,ORD,SAT,NO_DELAY
8,19,DL,MSP,SJC,NO_DELAY
4,19,WN,STL,PHX,MINOR_DELAY
11,18,DL,CLE,ATL,NO_DELAY
7,15,UA,DEN,SFO,NO_DELAY
9,7,DL,SJU,JFK,NO_DELAY
3,19,YV,IAH,SAV,NO_DELAY
12,21,DL,ATL,ECP,NO_DELAY
12,16,DL,MSP,ATL,NO_DELAY
4,15,AS,SEA,BUR,MINOR_DELAY
4,6,UA,BWI,LAX,NO_DELAY
6,19,NK,MSY,EWR,NO_DELAY
7,22,AA,SEA,CLT,NO_DELAY
10,19,OO,ORD,MKE,MINOR_DELAY
4,4,OH,CMH,CLT,NO_DELAY
